#Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz
4_510_-2,4,510,-2,2,-0.004596764,0.008199751,0.134175261,-0.000565869,-0.009744465,0.000410971
4_510_-1,4,510,-1,2,-0.004970998,0.007296579,0.141191374,-0.000621719,-0.010406374,0.000334155
4_510_0,4,510,0,2,-0.00568849,0.005868748,0.148753376,-0.000682911,-0.011114654,0.000192915
5_510_-5,5,510,-5,2,-0.00533133,0.010284834,0.115025167,-0.000524925,-0.007899706,0.000572319
5_510_-4,5,510,-4,2,-0.005416254,0.009796738,0.12106299,-0.000553395,-0.008476079,0.000540909
5_510_-3,5,510,-3,2,-0.006325494,0.00910722,0.129158296,-0.000598386,-0.009245563,0.000484935
5_510_-2,5,510,-2,2,-0.006809286,0.008064308,0.135834198,-0.000613211,-0.009873163,0.000407031
5_510_-1,5,510,-1,2,-0.007624068,0.007009766,0.143833511,-0.000690093,-0.010633414,0.000304913
5_510_0,5,510,0,2,-0.008121669,0.00527159,0.150855463,-0.000733693,-0.011286728,0.000144945
0_495_-5,0,495,-5,2,0.001794355,0.010440937,0.105152225,-0.000193443,-0.007170242,0.000524154
0_495_-4,0,495,-4,2,0.001981429,0.010639883,0.112357849,-0.000293123,-0.007883269,0.000573532
0_495_-3,0,495,-3,2,0.001378698,0.009154366,0.118918153,-0.000192916,-0.008480388,0.000428405
0_495_-2,0,495,-2,2,0.001858539,0.008197861,0.126496043,-0.000302498,-0.009225063,0.000392123
0_495_-1,0,495,-1,2,0.002706562,0.008072212,0.132846867,-0.000443728,-0.009800111,0.000425614
0_495_0,0,495,0,2,0.003525069,0.007787933,0.135304623,-0.00041514,-0.010112642,0.000419693
1_495_-5,1,495,-5,2,0.00066346,0.010134913,0.10712179,-0.000266743,-0.007316103,0.000532199
1_495_-4,1,495,-4,2,0.000749941,0.009956882,0.114483519,-0.000354041,-0.008054353,0.000561923
1_495_-3,1,495,-3,2,0.000469749,0.009121863,0.11948819,-0.000280633,-0.008525767,0.000497361
1_495_-2,1,495,-2,2,0.000490613,0.008323812,0.127169566,-0.000352328,-0.009255601,0.000434448
1_495_-1,1,495,-1,2,0.000749352,0.008037193,0.133994419,-0.000401847,-0.009905602,0.000383184
1_495_0,1,495,0,2,0.000401011,0.007255085,0.141379907,-0.000517655,-0.010597738,0.000314158
2_495_-5,2,495,-5,2,-0.000795484,0.010167081,0.109447686,-0.000331296,-0.007495785,0.000544869
2_495_-4,2,495,-4,2,-0.000815916,0.009935,0.116336137,-0.000390564,-0.008154864,0.000537789
2_495_-3,2,495,-3,2,-0.001118376,0.009193774,0.122473343,-0.000368358,-0.008714675,0.00048072
2_495_-2,2,495,-2,2,-0.001007681,0.008510153,0.129655531,-0.000445269,-0.00940249,0.000435912
2_495_-1,2,495,-1,2,-0.000646435,0.007674757,0.134361134,-0.000448186,-0.009849611,0.000375381
2_495_0,2,495,0,2,-0.001330794,0.006561945,0.143274822,-0.000581372,-0.010709206,0.000271516
3_495_-5,3,495,-5,2,-0.00216729,0.010245867,0.111026068,-0.000393888,-0.007601262,0.000563284
3_495_-4,3,495,-4,2,-0.002379679,0.009851824,0.117828213,-0.000434367,-0.008262651,0.00054967
3_495_-3,3,495,-3,2,-0.002862255,0.00908748,0.124638866,-0.000447639,-0.008913683,0.000493614
3_495_-2,3,495,-2,2,-0.002944549,0.008283963,0.131538716,-0.000511985,-0.009568468,0.000441255
3_495_-1,3,495,-1,2,-0.002869783,0.007394482,0.137585448,-0.0005554,-0.010125752,0.000361393
3_495_0,3,495,0,2,-0.003442436,0.006186836,0.144578957,-0.000619701,-0.010811233,0.000237189
4_495_-5,4,495,-5,2,-0.003765626,0.010410602,0.112806231,-0.000462103,-0.007743541,0.000585401
4_495_-4,4,495,-4,2,-0.004072228,0.00975508,0.119109576,-0.000477367,-0.008340017,0.000540748
4_495_-3,4,495,-3,2,-0.00438272,0.009157313,0.125847007,-0.000520135,-0.008977824,0.000499824
4_495_-2,4,495,-2,2,-0.004765835,0.008237947,0.13283026,-0.000562036,-0.009627868,0.000423352
4_495_-1,4,495,-1,2,-0.005041587,0.007375311,0.139479226,-0.000622583,-0.010255626,0.000351321
4_495_0,4,495,0,2,-0.005667251,0.006002635,0.146628847,-0.000682183,-0.010923295,0.000217038
5_495_-5,5,495,-5,2,-0.005574034,0.010408311,0.114502739,-0.000523967,-0.007872827,0.000590281
5_495_-4,5,495,-4,2,-0.005573509,0.009888901,0.120178525,-0.000553001,-0.008411089,0.000557522
5_495_-3,5,495,-3,2,-0.006522229,0.009165717,0.12800856,-0.000588929,-0.009152965,0.000497425
5_495_-2,5,495,-2,2,-0.006856432,0.008140628,0.134274276,-0.000610151,-0.009738999,0.000423039
5_495_-1,5,495,-1,2,-0.007586072,0.007091878,0.141907872,-0.000687307,-0.010460545,0.000323351
5_495_0,5,495,0,2,-0.008057067,0.005436793,0.148644391,-0.000730655,-0.011085136,0.000172007
0_480_-5,0,480,-5,2,0.001652072,0.010642195,0.10485819,-0.000208705,-0.007155007,0.000555795
0_480_-4,0,480,-4,2,0.001786615,0.010820198,0.111796852,-0.000302162,-0.007840552,0.000602368
0_480_-3,0,480,-3,2,0.00125602,0.009261982,0.11814615,-0.000210819,-0.008410973,0.000452301
0_480_-2,0,480,-2,2,0.001672502,0.008313474,0.125449978,-0.000314847,-0.00912839,0.000414648
0_480_-1,0,480,-1,2,0.002434119,0.008156087,0.131707714,-0.000452934,-0.00969625,0.000441198
0_480_0,0,480,0,2,0.003034706,0.007739092,0.134401512,-0.000432809,-0.010020024,0.000420737
1_480_-5,1,480,-5,2,0.000496892,0.010350587,0.10671466,-0.00027833,-0.007291005,0.000561345
1_480_-4,1,480,-4,2,0.000563133,0.010151943,0.113859925,-0.000364875,-0.008004352,0.000586235
1_480_-3,1,480,-3,2,0.000267036,0.009132353,0.118771257,-0.000292824,-0.008461415,0.000506988
1_480_-2,1,480,-2,2,0.000343835,0.008398469,0.126056406,-0.000365556,-0.009152637,0.000452331
1_480_-1,1,480,-1,2,0.000504714,0.008098395,0.132719184,-0.000408529,-0.009788107,0.00040133
1_480_0,1,480,0,2,0.00012524,0.007269365,0.139931323,-0.000522379,-0.010460509,0.000326274
2_480_-5,2,480,-5,2,-0.001014065,0.010315852,0.109029671,-0.000335,-0.00747178,0.000568204
2_480_-4,2,480,-4,2,-0.001032068,0.010047416,0.115654006,-0.000394715,-0.008101053,0.000558297
2_480_-3,2,480,-3,2,-0.001297388,0.009227971,0.121536402,-0.000373165,-0.008634487,0.000494113
2_480_-2,2,480,-2,2,-0.001164856,0.008568883,0.128416078,-0.000451956,-0.009291221,0.000452251
2_480_-1,2,480,-1,2,-0.000812899,0.007745561,0.132884366,-0.000454477,-0.009714868,0.000393663
2_480_0,2,480,0,2,-0.001483907,0.006644478,0.141614739,-0.000586009,-0.010553044,0.000289773
3_480_-5,3,480,-5,2,-0.002420495,0.010391726,0.110525199,-0.000395499,-0.007573917,0.000585743
3_480_-4,3,480,-4,2,-0.002605683,0.009957109,0.117096087,-0.000434713,-0.008205889,0.000568503
3_480_-3,3,480,-3,2,-0.003005236,0.009148004,0.12357697,-0.000451289,-0.008820174,0.000507687
3_480_-2,3,480,-2,2,-0.003062681,0.008344946,0.130196676,-0.000516132,-0.009445314,0.000455539
3_480_-1,3,480,-1,2,-0.002957723,0.007481588,0.135953378,-0.000559183,-0.009974332,0.000380854
3_480_0,3,480,0,2,-0.003465284,0.006306787,0.142615228,-0.000622922,-0.010627026,0.000260852
4_480_-5,4,480,-5,2,-0.004030538,0.010543188,0.112323721,-0.000459899,-0.00771565,0.000605765
4_480_-4,4,480,-4,2,-0.00432914,0.009848914,0.118378728,-0.00047347,-0.008284048,0.000558144
4_480_-3,4,480,-3,2,-0.004586904,0.009198582,0.124794959,-0.000515884,-0.008888524,0.00051181
4_480_-2,4,480,-2,2,-0.004868183,0.008290851,0.131441499,-0.000560739,-0.009503937,0.000437451
4_480_-1,4,480,-1,2,-0.005104947,0.007453672,0.137837259,-0.000623587,-0.010106831,0.000368435
4_480_0,4,480,0,2,-0.005650427,0.006127688,0.144619718,-0.000682065,-0.010736693,0.00024072
5_480_-5,5,480,-5,2,-0.005889228,0.010505706,0.114053349,-0.00051746,-0.007849135,0.000604595
5_480_-4,5,480,-4,2,-0.00583125,0.009951582,0.119445121,-0.00054708,-0.008357198,0.000570425
5_480_-3,5,480,-3,2,-0.00663672,0.009214108,0.126808785,-0.000583202,-0.009051369,0.000509445
5_480_-2,5,480,-2,2,-0.006890367,0.008220695,0.132765291,-0.000608528,-0.009605812,0.000438914
5_480_-1,5,480,-1,2,-0.007554096,0.007189147,0.140070965,-0.000686182,-0.010292239,0.00034287
5_480_0,5,480,0,2,-0.008010982,0.005609254,0.146548204,-0.000728542,-0.010889033,0.000199691
0_465_-5,0,465,-5,2,0.001487692,0.010818423,0.10455354,-0.000223372,-0.007138245,0.000584902
0_465_-4,0,465,-4,2,0.001581374,0.010955688,0.111265358,-0.000311133,-0.007796841,0.000627466
0_465_-3,0,465,-3,2,0.001148665,0.009346613,0.117361165,-0.000231816,-0.008339601,0.000474543
0_465_-2,0,465,-2,2,0.00150137,0.00842263,0.12436684,-0.000328474,-0.009026244,0.000437505
0_465_-1,0,465,-1,2,0.002156095,0.00824042,0.130648552,-0.000462559,-0.009595136,0.000456881
0_465_0,0,465,0,2,0.002525696,0.007651799,0.133635841,-0.000449559,-0.009937797,0.000420452
1_465_-5,1,465,-5,2,0.000303445,0.010540878,0.106352579,-0.000289968,-0.00726851,0.000587807
1_465_-4,1,465,-4,2,0.000367294,0.010323607,0.11326508,-0.000375444,-0.007954471,0.000608019
1_465_-3,1,465,-3,2,0.000139031,0.009240294,0.117923443,-0.000310316,-0.00838189,0.000527179
1_465_-2,1,465,-2,2,0.000195962,0.008479412,0.124950083,-0.000379035,-0.009048096,0.000470697
1_465_-1,1,465,-1,2,0.000272908,0.00813651,0.131510551,-0.000416512,-0.009671425,0.000417673
1_465_0,1,465,0,2,-0.000106975,0.007285597,0.138493781,-0.000527394,-0.010319375,0.000339891
2_465_-5,2,465,-5,2,-0.001227996,0.010455153,0.108557417,-0.000338604,-0.007439377,0.000591044
2_465_-4,2,465,-4,2,-0.001246834,0.01014208,0.114999291,-0.000399028,-0.008046412,0.000576888
2_465_-3,2,465,-3,2,-0.001435983,0.009282176,0.120569881,-0.000381254,-0.008548445,0.000509696
2_465_-2,2,465,-2,2,-0.001298413,0.008634284,0.127199917,-0.000460843,-0.009178217,0.000469118
2_465_-1,2,465,-1,2,-0.000970046,0.007804261,0.131470598,-0.000462384,-0.009581009,0.000411172
2_465_0,2,465,0,2,-0.001631963,0.006745117,0.14003783,-0.000592942,-0.010400797,0.000310121
3_465_-5,3,465,-5,2,-0.00267817,0.010543794,0.110083135,-0.000396932,-0.007546591,0.0006084
3_465_-4,3,465,-4,2,-0.002831591,0.010047985,0.116405057,-0.000436103,-0.008149325,0.000585577
3_465_-3,3,465,-3,2,-0.003121223,0.009225884,0.122535464,-0.000458206,-0.008725233,0.000523172
3_465_-2,3,465,-2,2,-0.003162491,0.008407939,0.128889532,-0.000522041,-0.009320825,0.000470321
3_465_-1,3,465,-1,2,-0.003064416,0.007563803,0.134403459,-0.000563705,-0.009824537,0.00039981
3_465_0,3,465,0,2,-0.00350496,0.006421043,0.14074989,-0.000627153,-0.010447003,0.000284181
4_465_-5,4,465,-5,2,-0.00431425,0.010658454,0.111849378,-0.000456027,-0.007684314,0.000624253
4_465_-4,4,465,-4,2,-0.004528578,0.009919112,0.117583497,-0.000471905,-0.008218389,0.000573054
4_465_-3,4,465,-3,2,-0.004731784,0.009263032,0.123709641,-0.000515206,-0.008791928,0.000526411
4_465_-2,4,465,-2,2,-0.004948257,0.008358407,0.130071334,-0.000561549,-0.009377199,0.000453218
4_465_-1,4,465,-1,2,-0.005160734,0.00753386,0.136233095,-0.000625288,-0.009956247,0.000385856
4_465_0,4,465,0,2,-0.005634506,0.006260566,0.142660667,-0.000682794,-0.010549739,0.000265479
5_465_-5,5,465,-5,2,-0.006179611,0.010597,0.113531691,-0.00050857,-0.007814422,0.000619386
5_465_-4,5,465,-4,2,-0.006177312,0.010005852,0.118828672,-0.000536446,-0.008311137,0.000582061
5_465_-3,5,465,-3,2,-0.006702331,0.009286761,0.125593968,-0.000582093,-0.008943813,0.00052425
5_465_-2,5,465,-2,2,-0.006928565,0.008307143,0.131322237,-0.000608263,-0.009473907,0.000454956
5_465_-1,5,465,-1,2,-0.007534854,0.007292794,0.138310464,-0.000686221,-0.010125971,0.000362779
5_465_0,5,465,0,2,-0.007980407,0.005791511,0.1445362,-0.00072813,-0.010695627,0.000228059
0_450_-5,0,450,-5,2,0.001299814,0.010976136,0.104297374,-0.000237327,-0.007121735,0.000612991
0_450_-4,0,450,-4,2,0.001344171,0.011037458,0.110817764,-0.000319934,-0.007757955,0.000647044
0_450_-3,0,450,-3,2,0.001047404,0.009447339,0.116563678,-0.000253933,-0.008265062,0.000498302
0_450_-2,0,450,-2,2,0.001335281,0.008536362,0.123318509,-0.000342786,-0.008922422,0.000460681
0_450_-1,0,450,-1,2,0.001865846,0.008315192,0.129658505,-0.000472918,-0.009497539,0.000473407
0_450_0,0,450,0,2,0.002104464,0.00754235,0.132782315,-0.000463266,-0.009843735,0.000420361
1_450_-5,1,450,-5,2,0.00010197,0.010714681,0.106025655,-0.000301181,-0.007244963,0.000612638
1_450_-4,1,450,-4,2,0.000142201,0.01047385,0.112721368,-0.000384796,-0.007905432,0.0006285
1_450_-3,1,450,-3,2,5.80E-07,0.009348245,0.117168294,-0.000329276,-0.00830792,0.00054661
1_450_-2,1,450,-2,2,4.46E-05,0.008559636,0.123889738,-0.000391541,-0.008942185,0.000488376
1_450_-1,1,450,-1,2,7.84E-05,0.008176827,0.130299917,-0.000426474,-0.009549693,0.000434507
1_450_0,1,450,0,2,-0.000312343,0.00730506,0.137067213,-0.000534367,-0.010173973,0.000354641
2_450_-5,2,450,-5,2,-0.001433505,0.010591927,0.108074379,-0.000342451,-0.007400557,0.000613498
2_450_-4,2,450,-4,2,-0.001465333,0.010228771,0.114385062,-0.000403563,-0.007992365,0.000594087
2_450_-3,2,450,-3,2,-0.001560486,0.009352111,0.119622038,-0.000391524,-0.008460391,0.000526682
2_450_-2,2,450,-2,2,-0.001424231,0.008696972,0.126016578,-0.0004709,-0.009063526,0.000486271
2_450_-1,2,450,-1,2,-0.001121682,0.007858565,0.130103606,-0.000471731,-0.009446142,0.000428243
2_450_0,2,450,0,2,-0.001775859,0.006845433,0.138525138,-0.000601625,-0.010248894,0.000331566
3_450_-5,3,450,-5,2,-0.002913263,0.010677573,0.109625192,-0.000399562,-0.007512423,0.000628958
3_450_-4,3,450,-4,2,-0.003051563,0.010128425,0.115763633,-0.000439447,-0.008091442,0.000600728
3_450_-3,3,450,-3,2,-0.003229259,0.009300565,0.121506963,-0.000465887,-0.008626547,0.000538301
3_450_-2,3,450,-2,2,-0.003253895,0.008503282,0.127595012,-0.000529615,-0.00919324,0.000488324
3_450_-1,3,450,-1,2,-0.003174929,0.007641087,0.132888539,-0.000569412,-0.009672401,0.000418325
3_450_0,3,450,0,2,-0.00356536,0.006527771,0.138964221,-0.000632622,-0.010268692,0.000307546
4_450_-5,4,450,-5,2,-0.004554252,0.010743364,0.111333099,-0.000454538,-0.007643549,0.000639306
4_450_-4,4,450,-4,2,-0.004690616,0.009994414,0.116781165,-0.000472918,-0.008145837,0.000588206
4_450_-3,4,450,-3,2,-0.004839263,0.009344838,0.122629484,-0.000518608,-0.00869091,0.000542609
4_450_-2,4,450,-2,2,-0.00501572,0.008448087,0.128722685,-0.000565426,-0.009247722,0.000471498
4_450_-1,4,450,-1,2,-0.005219743,0.007609045,0.134665101,-0.000628771,-0.009802091,0.000404777
4_450_0,4,450,0,2,-0.005631214,0.006382204,0.140759971,-0.000684661,-0.010361792,0.000290012
5_450_-5,5,450,-5,2,-0.006372724,0.010686216,0.112919081,-0.000503967,-0.007765594,0.000633793
5_450_-4,5,450,-4,2,-0.006389115,0.010081132,0.118070777,-0.00053245,-0.008245567,0.000595857
5_450_-3,5,450,-3,2,-0.006770926,0.009380994,0.124417853,-0.00058328,-0.008834618,0.000541215
5_450_-2,5,450,-2,2,-0.006966303,0.008402947,0.129926661,-0.000610517,-0.009340533,0.000472077
5_450_-1,5,450,-1,2,-0.007522267,0.007406063,0.136603427,-0.000688203,-0.009958829,0.000383666
5_450_0,5,450,0,2,-0.007962877,0.005962597,0.142607301,-0.000730041,-0.01050312,0.000255538
0_435_-5,0,435,-5,2,0.001106549,0.011150427,0.10406089,-0.000250653,-0.007104128,0.000640276
0_435_-4,0,435,-4,2,0.001077814,0.011065367,0.110520768,-0.000329134,-0.007726096,0.000660583
0_435_-3,0,435,-3,2,0.000932227,0.009518133,0.11585228,-0.000275998,-0.008192838,0.000518958
0_435_-2,0,435,-2,2,0.001167105,0.008648165,0.122280639,-0.000357802,-0.008815066,0.000484104
0_435_-1,0,435,-1,2,0.001571351,0.008376447,0.128711147,-0.000483766,-0.009396723,0.000490229
0_435_0,0,435,0,2,0.001771372,0.007483551,0.13188663,-0.000479423,-0.009738928,0.000428746
1_435_-5,1,435,-5,2,-0.000121367,0.010864414,0.105741065,-0.000312447,-0.00722105,0.000635241
1_435_-4,1,435,-4,2,-8.19E-05,0.01060883,0.112147223,-0.000394672,-0.007848653,0.000647337
1_435_-3,1,435,-3,2,-0.000156946,0.009456434,0.116459648,-0.000348343,-0.00823438,0.000566086
1_435_-2,1,435,-2,2,-0.000109135,0.008648619,0.122813164,-0.000403767,-0.008829105,0.000507322
1_435_-1,1,435,-1,2,-0.00010215,0.008222032,0.129102822,-0.000437891,-0.009422279,0.000452848
1_435_0,1,435,0,2,-0.000498134,0.007320643,0.135676757,-0.000543859,-0.010024388,0.000370382
2_435_-5,2,435,-5,2,-0.001644653,0.010723169,0.107631404,-0.000347433,-0.007360896,0.000634433
2_435_-4,2,435,-4,2,-0.001669614,0.010328783,0.113770507,-0.000409725,-0.007933295,0.000611978
2_435_-3,2,435,-3,2,-0.001682398,0.009423964,0.118690907,-0.000403027,-0.008368052,0.000543872
2_435_-2,2,435,-2,2,-0.001548163,0.008768027,0.124871212,-0.000482387,-0.008946104,0.000504506
2_435_-1,2,435,-1,2,-0.001269063,0.007917082,0.128769844,-0.000482683,-0.009307454,0.00044621
2_435_0,2,435,0,2,-0.001925147,0.006925133,0.137056633,-0.000610655,-0.010092226,0.000352502
3_435_-5,3,435,-5,2,-0.003133016,0.01078898,0.109147841,-0.000403127,-0.007470484,0.000646808
3_435_-4,3,435,-4,2,-0.003243175,0.010193944,0.115058437,-0.000444854,-0.008022868,0.000614015
3_435_-3,3,435,-3,2,-0.003337789,0.00937171,0.120498638,-0.000474495,-0.008523765,0.000553904
3_435_-2,3,435,-2,2,-0.003351697,0.008593145,0.126338474,-0.000538053,-0.009062519,0.00050615
3_435_-1,3,435,-1,2,-0.003291117,0.007708345,0.131425504,-0.000576543,-0.00951723,0.000436447
3_435_0,3,435,0,2,-0.00363785,0.006624144,0.137269242,-0.000640591,-0.010090091,0.000331135
4_435_-5,4,435,-5,2,-0.004737363,0.010824386,0.110763661,-0.000455974,-0.007591687,0.000653651
4_435_-4,4,435,-4,2,-0.004828694,0.010073594,0.115932802,-0.000477052,-0.008064947,0.000603292
4_435_-3,4,435,-3,2,-0.004927314,0.009437525,0.121566486,-0.000525376,-0.008586134,0.000559664
4_435_-2,4,435,-2,2,-0.005083407,0.008552086,0.12740977,-0.000572412,-0.009115105,0.000491685
4_435_-1,4,435,-1,2,-0.005279611,0.007689972,0.133153125,-0.000634732,-0.009645681,0.000423436
4_435_0,4,435,0,2,-0.005641856,0.006482513,0.138959884,-0.00068882,-0.010172655,0.000313537
5_435_-5,5,435,-5,2,-0.006508269,0.010780019,0.112261243,-0.000503306,-0.00770605,0.000648402
5_435_-4,5,435,-4,2,-0.006519585,0.010174781,0.117183767,-0.000533028,-0.008162416,0.000611096
5_435_-3,5,435,-3,2,-0.006835895,0.009481572,0.123244786,-0.000586047,-0.008719385,0.000558625
5_435_-2,5,435,-2,2,-0.007009048,0.008495116,0.128571936,-0.000615586,-0.009203547,0.000489794
5_435_-1,5,435,-1,2,-0.007525646,0.007509536,0.134976823,-0.000692016,-0.009790545,0.000404087
5_435_0,5,435,0,2,-0.007962935,0.006116717,0.140796525,-0.000733951,-0.010311449,0.00028199
0_420_-5,0,420,-5,2,0.000908704,0.011310762,0.103831638,-0.000264704,-0.007081849,0.000666542
0_420_-4,0,420,-4,2,0.000813246,0.01107871,0.110153528,-0.000338015,-0.007684151,0.000672754
0_420_-3,0,420,-3,2,0.000805422,0.0096012,0.11510504,-0.000298793,-0.008113256,0.000541591
0_420_-2,0,420,-2,2,0.000988845,0.008741318,0.121286341,-0.000373447,-0.008704747,0.000506661
0_420_-1,0,420,-1,2,0.001273767,0.008414914,0.127832485,-0.000495312,-0.009291508,0.00050633
0_420_0,0,420,0,2,0.001444006,0.007439089,0.13109985,-0.000497267,-0.00963068,0.000440107
1_420_-5,1,420,-5,2,-0.000353307,0.010998172,0.105421219,-0.000324157,-0.007189777,0.00065639
1_420_-4,1,420,-4,2,-0.000310884,0.010712224,0.111589019,-0.000404039,-0.00778585,0.000663248
1_420_-3,1,420,-3,2,-0.000323496,0.009576546,0.115743414,-0.000367112,-0.008153933,0.000586785
1_420_-2,1,420,-2,2,-0.000275369,0.008731979,0.12179282,-0.00041692,-0.008712754,0.000527196
1_420_-1,1,420,-1,2,-0.00029071,0.008262528,0.127971589,-0.000450355,-0.009290842,0.000472767
1_420_0,1,420,0,2,-0.000676495,0.007328937,0.134338655,-0.000554823,-0.009868796,0.000387783
2_420_-5,2,420,-5,2,-0.001872124,0.01085122,0.107188894,-0.000353444,-0.007317,0.000654402
2_420_-4,2,420,-4,2,-0.001871654,0.010424157,0.113115359,-0.000417546,-0.007865222,0.000629572
2_420_-3,2,420,-3,2,-0.001803613,0.009510775,0.117760834,-0.000416165,-0.008268952,0.000563192
2_420_-2,2,420,-2,2,-0.001677699,0.008838343,0.123769535,-0.000495247,-0.008824189,0.000523921
2_420_-1,2,420,-1,2,-0.001413175,0.007963993,0.127494946,-0.000495188,-0.00916437,0.000464227
2_420_0,2,420,0,2,-0.002070405,0.006979831,0.135638946,-0.000620325,-0.009926979,0.000373276
3_420_-5,3,420,-5,2,-0.003316823,0.01087538,0.108606812,-0.00040786,-0.007416269,0.000661699
3_420_-4,3,420,-4,2,-0.003393716,0.010262827,0.114249578,-0.000452446,-0.0079394,0.000628565
3_420_-3,3,420,-3,2,-0.003443614,0.009458635,0.119489,-0.000484436,-0.008413885,0.000571865
3_420_-2,3,420,-2,2,-0.003455566,0.008672886,0.125135325,-0.00054789,-0.008927688,0.000523547
3_420_-1,3,420,-1,2,-0.003408404,0.007762854,0.130073023,-0.000586577,-0.009360505,0.00045475
3_420_0,3,420,0,2,-0.003725412,0.006694527,0.135696878,-0.000651425,-0.009910005,0.00035432
4_420_-5,4,420,-5,2,-0.00489079,0.01091008,0.110135794,-0.000460003,-0.007528515,0.000668324
4_420_-4,4,420,-4,2,-0.004952476,0.010157843,0.115106825,-0.000484227,-0.007978749,0.00061824
4_420_-3,4,420,-3,2,-0.005013088,0.009534555,0.120522743,-0.00053444,-0.008476258,0.00057711
4_420_-2,4,420,-2,2,-0.005160952,0.008650793,0.126154137,-0.000581381,-0.008979032,0.000511624
4_420_-1,4,420,-1,2,-0.005356127,0.007756034,0.131728624,-0.000642818,-0.009486094,0.000441778
4_420_0,4,420,0,2,-0.005671807,0.006566285,0.137332512,-0.000696307,-0.009983878,0.000336468
5_420_-5,5,420,-5,2,-0.006602321,0.010883793,0.111514618,-0.00050565,-0.007632746,0.000664389
5_420_-4,5,420,-4,2,-0.006620991,0.010261239,0.11625618,-0.000535626,-0.008067778,0.000626159
5_420_-3,5,420,-3,2,-0.00689347,0.00957692,0.12209103,-0.000591058,-0.008597848,0.000575553
5_420_-2,5,420,-2,2,-0.00706211,0.008578795,0.127294607,-0.000623295,-0.009063167,0.000507968
5_420_-1,5,420,-1,2,-0.007554209,0.007599716,0.133498065,-0.000698281,-0.009622099,0.000424494
5_420_0,5,420,0,2,-0.00801362,0.006261296,0.139345861,-0.000741661,-0.010130331,0.000308227
0_405_-5,0,405,-5,2,0.00069865,0.011442099,0.103598948,-0.000278523,-0.007055479,0.000690525
0_405_-4,0,405,-4,2,0.000599234,0.011041371,0.109771276,-0.000351186,-0.007632405,0.000679499
0_405_-3,0,405,-3,2,0.000670048,0.009698376,0.114359916,-0.000321834,-0.008026006,0.000566424
0_405_-2,0,405,-2,2,0.000802191,0.008815364,0.120369918,-0.00039036,-0.00859144,0.000528949
0_405_-1,0,405,-1,2,0.000989479,0.008431537,0.127086696,-0.000510079,-0.009182387,0.000522293
0_405_0,0,405,0,2,0.001119769,0.007387503,0.130397758,-0.000515999,-0.009510782,0.000453501
1_405_-5,1,405,-5,2,-0.000577685,0.01111826,0.105106824,-0.000335545,-0.007151695,0.000676521
1_405_-4,1,405,-4,2,-0.000535725,0.010770628,0.111053534,-0.000413347,-0.007717187,0.000675611
1_405_-3,1,405,-3,2,-0.000502487,0.009692139,0.115091988,-0.000385891,-0.008068799,0.000607334
1_405_-2,1,405,-2,2,-0.000463985,0.008785078,0.120941559,-0.000432426,-0.008597976,0.000545628
1_405_-1,1,405,-1,2,-0.000491573,0.008269399,0.127004216,-0.000466223,-0.009158158,0.000492527
1_405_0,1,405,0,2,-0.000867493,0.007306949,0.133203978,-0.000568226,-0.009710474,0.000405842
2_405_-5,2,405,-5,2,-0.002061959,0.010987118,0.10672844,-0.000364212,-0.007264063,0.000674978
2_405_-4,2,405,-4,2,-0.002052716,0.010517226,0.112454716,-0.000428041,-0.007788071,0.000647438
2_405_-3,2,405,-3,2,-0.00194644,0.009590306,0.11691038,-0.000430439,-0.008167089,0.000582398
2_405_-2,2,405,-2,2,-0.001822391,0.008885553,0.12279263,-0.000509709,-0.008699195,0.000542545
2_405_-1,2,405,-1,2,-0.001567492,0.007989755,0.126359005,-0.000510074,-0.009017925,0.000482233
2_405_0,2,405,0,2,-0.002221923,0.00702499,0.13440835,-0.000631619,-0.009756533,0.000394849
3_405_-5,3,405,-5,2,-0.003469281,0.010976865,0.108043695,-0.000415501,-0.007352432,0.000678767
3_405_-4,3,405,-4,2,-0.003527399,0.010343041,0.113487157,-0.000462622,-0.007850339,0.00064477
3_405_-3,3,405,-3,2,-0.003559719,0.009542174,0.118571741,-0.000496598,-0.00830119,0.000590182
3_405_-2,3,405,-2,2,-0.003569025,0.008753441,0.124106353,-0.000561072,-0.008791985,0.000541266
3_405_-1,3,405,-1,2,-0.003546582,0.007805896,0.129005775,-0.000601264,-0.009207832,0.000473453
3_405_0,3,405,0,2,-0.003848876,0.006723657,0.134396218,-0.000665718,-0.00973225,0.000377034
4_405_-5,4,405,-5,2,-0.005016184,0.011006995,0.109496482,-0.000467384,-0.007456632,0.000683996
4_405_-4,4,405,-4,2,-0.005058505,0.010245528,0.114288334,-0.000493767,-0.007884573,0.000633786
4_405_-3,4,405,-3,2,-0.005111036,0.009616424,0.119562477,-0.000544535,-0.008361454,0.000593541
4_405_-2,4,405,-2,2,-0.005264013,0.008737236,0.125086716,-0.000592786,-0.008843725,0.000530638
4_405_-1,4,405,-1,2,-0.005458949,0.007811222,0.130487746,-0.000653469,-0.009325277,0.000460386
4_405_0,4,405,0,2,-0.005757527,0.006649838,0.13612355,-0.000707811,-0.009804057,0.000360824
