Case,Cone_Angle,Omega_RPM,Pitch_Angle,Iterations,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Vz_ms,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f)
5_1200.0_-3,5,1200,-3,2000,-0.018294416,0.014495349,0.386419191,-0.001609718,-0.027930222,-0.000248147,3,2.121975,2.529789,-0.2311756,4.3411,-4.572276,4.456688,-0.203907,-0.2355083,-0.0706763,-0.2708465,0.2001702
5_1210.0_-3,5,1210,-3,2000,-0.019912021,0.012072285,0.369425413,-0.00154469,-0.026317841,-0.00054525,2.75,2.343201,2.949049,-0.300887,4.847871,-5.148758,4.998315,-0.3029241,-0.2675162,-0.04752522,-0.2912788,0.2437536
5_1260.0_-3,5,1260,-3,2000,-0.011949687,-0.00465798,0.221958553,-0.001647023,-0.01687935,-0.002097195,2.25,1.462598,3.292641,-0.2855181,4.657682,-4.9432,4.800441,-0.9150216,-0.4271364,0.3012052,-0.2765338,0.577739
5_1300.0_-3,5,1300,-3,2000,-0.021020939,0.002465724,0.336315608,-0.001917422,-0.023864582,-0.001680517,2.5,2.254395,3.574621,-0.3900522,5.291413,-5.681465,5.486439,-0.660113,-0.4051296,0.1301647,-0.3400472,0.4702119
5_1320.0_-3,5,1320,-3,2000,-0.023581297,0.014253074,0.439418657,-0.001812701,-0.031302567,-0.000662846,3,2.345624,2.942141,-0.2991674,4.843886,-5.143053,4.99347,-0.2982586,-0.2643212,-0.05040111,-0.2895217,0.2391206
5_1320.0_-3,5,1320,-3,2000,-0.025856339,0.008105212,0.409961961,-0.001966414,-0.02867095,-0.001343853,2.75,2.445956,3.423936,-0.392365,5.247106,-5.639471,5.443289,-0.4889904,-0.3429431,0.03054977,-0.3276683,0.358218
5_1350.0_-3,5,1350,-3,2000,-0.012905592,-0.006999289,0.23043762,-0.001892177,-0.017643693,-0.00258106,2.25,1.380761,3.55541,-0.3102393,4.862812,-5.173051,5.017931,-1.087324,-0.4923732,0.3730139,-0.3058662,0.6788801
5_1400.0_-3,5,1400,-3,2000,-0.014762285,-0.005909586,0.274513746,-0.002006294,-0.020842021,-0.002612588,2.5,1.473996,3.287601,-0.2848338,4.655884,-4.940718,4.798301,-0.9068021,-0.4225011,0.2956018,-0.2747002,0.570302
5_1430.0_-3,5,1430,-3,2000,-0.026359964,0.002813747,0.415029202,-0.00235423,-0.029328409,-0.002098288,2.75,2.308382,3.63385,-0.4028781,5.367717,-5.770595,5.569156,-0.6627342,-0.4126839,0.1266,-0.3493839,0.4759839
5_1440.0_-3,5,1440,-3,2000,-0.030971051,0.0095109,0.489503156,-0.002315858,-0.034206062,-0.001628284,3,2.457903,3.429547,-0.3942977,5.25755,-5.651847,5.454698,-0.4858218,-0.3400416,0.0273505,-0.3263663,0.3537168
5_1500.0_-3,5,1500,-3,2000,-0.015906441,-0.008864279,0.284554637,-0.002309362,-0.021766344,-0.00321674,2.5,1.388274,3.546858,-0.3087538,4.85694,-5.165693,5.011317,-1.079292,-0.4879764,0.3677308,-0.304111,0.6718418
5_1540.0_-3,5,1540,-3,2000,-0.01788884,-0.007311201,0.332666107,-0.002397499,-0.025219144,-0.003184069,2.75,1.484001,3.283019,-0.2844287,4.653724,-4.938153,4.795938,-0.8995088,-0.4181436,0.2907984,-0.2727444,0.5635428
5_1560.0_-3,5,1560,-3,2000,-0.032404919,0.003037062,0.502360133,-0.002836019,-0.035378671,-0.00258478,3,2.352234,3.689309,-0.4149886,5.434794,-5.849783,5.642288,-0.6685376,-0.4190578,0.125304,-0.3564058,0.4817098
5_1650.0_-3,5,1650,-3,2000,-0.019225908,-0.010945577,0.344353562,-0.002763407,-0.026318152,-0.003921601,2.75,1.394876,3.539079,-0.3075147,4.851473,-5.158988,5.005231,-1.072102,-0.4835836,0.363104,-0.3020316,0.6651356
5_1680.0_-3,5,1680,-3,2000,-0.021330928,-0.008842018,0.396546134,-0.002819078,-0.03001625,-0.003810941,3,1.493712,3.279548,-0.2842101,4.652314,-4.936524,4.794419,-0.892918,-0.4138745,0.2863773,-0.2706858,0.5570631
5_1800.0_-3,5,1800,-3,2000,-0.022866643,-0.013236408,0.409896222,-0.003253716,-0.031301965,-0.004694851,3,1.401209,3.532283,-0.3064982,4.846895,-5.153393,5.000144,-1.065537,-0.4792814,0.3589402,-0.2998113,0.6587515
