Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Iterations,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f),Cs(r)
3_475_-2,3,4.750000e+02,-2,3.000000e+00,2000,-1.379752e-02,2.913513e-02,2.599453e-01,-1.399816e-03,-1.752967e-02,1.840070e-03,3.128149e+00,1.816499e+00,1.311650e+00,-1.350166e-01,2.718509e+00,-2.853526e+00,2.786017e+00,2.524241e-01,-2.161749e-01,-3.271311e-01,-3.797404e-01,5.260934e-02
3_475_-1,3,4.750000e+02,-1,3.000000e+00,2000,-1.423997e-02,2.659755e-02,2.687890e-01,-1.454579e-03,-1.828560e-02,1.635840e-03,3.233795e+00,1.837855e+00,1.395939e+00,-1.388213e-01,2.835665e+00,-2.974487e+00,2.905076e+00,2.209580e-01,-2.248245e-01,-2.974692e-01,-3.735591e-01,7.608985e-02
3_475_0,3,4.750000e+02,0,3.000000e+00,2000,-1.479794e-02,2.369938e-02,2.780865e-01,-1.528411e-03,-1.908006e-02,1.401227e-03,3.344886e+00,1.856785e+00,1.488100e+00,-1.433409e-01,2.958488e+00,-3.101829e+00,3.030159e+00,1.843423e-01,-2.364389e-01,-2.631308e-01,-3.680043e-01,1.048735e-01
3_500_-2,3,5.000000e+02,-2,3.000000e+00,2000,-1.352018e-02,2.966139e-02,2.657058e-01,-1.384641e-03,-1.801141e-02,1.906212e-03,3.198041e+00,1.857286e+00,1.340755e+00,-1.309920e-01,2.797780e+00,-2.928772e+00,2.863276e+00,2.582656e-01,-2.133321e-01,-3.303167e-01,-3.784905e-01,4.817379e-02
3_500_-1,3,5.000000e+02,-1,3.000000e+00,2000,-1.404648e-02,2.650371e-02,2.766215e-01,-1.460058e-03,-1.881316e-02,1.701740e-03,3.328480e+00,1.890925e+00,1.437554e+00,-1.361951e-01,2.921450e+00,-3.057645e+00,2.989548e+00,2.266855e-01,-2.252901e-01,-2.933513e-01,-3.719658e-01,7.861451e-02
3_500_0,3,5.000000e+02,0,3.000000e+00,2000,-1.465555e-02,2.256593e-02,2.856732e-01,-1.529522e-03,-1.956380e-02,1.447043e-03,3.436686e+00,1.905115e+00,1.531572e+00,-1.421082e-01,3.036518e+00,-3.178627e+00,3.107572e+00,1.867714e-01,-2.362893e-01,-2.463333e-01,-3.594560e-01,1.131227e-01
3_525_-2,3,5.250000e+02,-2,3.000000e+00,2000,-1.309591e-02,3.015914e-02,2.714765e-01,-1.351893e-03,-1.848837e-02,1.979746e-03,3.268127e+00,1.898921e+00,1.369206e+00,-1.251127e-01,2.877281e+00,-3.002394e+00,2.939837e+00,2.648575e-01,-2.076534e-01,-3.324730e-01,-3.738899e-01,4.141687e-02
3_525_-1,3,5.250000e+02,-1,3.000000e+00,2000,-1.352687e-02,2.675048e-02,2.822480e-01,-1.439486e-03,-1.930451e-02,1.770506e-03,3.396830e+00,1.930890e+00,1.465940e+00,-1.295350e-01,3.003607e+00,-3.133142e+00,3.068374e+00,2.324749e-01,-2.215475e-01,-2.924865e-01,-3.677908e-01,7.530429e-02
3_525_0,3,5.250000e+02,0,3.000000e+00,2000,-1.421293e-02,2.297184e-02,2.910551e-01,-1.501421e-03,-2.011932e-02,1.507004e-03,3.501977e+00,1.942213e+00,1.559763e+00,-1.363013e-01,3.128281e+00,-3.264582e+00,3.196431e+00,1.912249e-01,-2.313542e-01,-2.477488e-01,-3.552286e-01,1.074798e-01
3_550_-2,3,5.500000e+02,-2,3.000000e+00,2000,-1.240736e-02,3.042346e-02,2.761672e-01,-1.300973e-03,-1.889460e-02,2.059233e-03,3.325403e+00,1.934897e+00,1.390506e+00,-1.162796e-01,2.947130e+00,-3.063410e+00,3.005270e+00,2.721956e-01,-1.990831e-01,-3.312171e-01,-3.646916e-01,3.347456e-02
3_550_-1,3,5.500000e+02,-1,3.000000e+00,2000,-1.279222e-02,2.743166e-02,2.865459e-01,-1.394742e-03,-1.976992e-02,1.839605e-03,3.449264e+00,1.962812e+00,1.486452e+00,-1.201935e-01,3.083044e+00,-3.203238e+00,3.143141e+00,2.381803e-01,-2.139255e-01,-2.964254e-01,-3.621382e-01,6.571275e-02
3_550_0,3,5.500000e+02,0,3.000000e+00,2000,-1.362031e-02,2.368389e-02,2.960584e-01,-1.467288e-03,-2.065345e-02,1.568267e-03,3.562732e+00,1.976921e+00,1.585811e+00,-1.285530e-01,3.217689e+00,-3.346242e+00,3.281966e+00,1.955554e-01,-2.253921e-01,-2.522915e-01,-3.515378e-01,9.924631e-02
